Body Name,Date,Transaction Number,Amount,Supplier,Expense Area,Directorate Name,Cost Centre Name,Subjective,Supplier Size,Merchant Category Code,Merchant Category Label
City of Westminster Council,29/01/2014,SCC:PCA:8708,22,WP-CENTRAL TAXIS L,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8709,6.96,AGE UK HILLINGDON,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8710,10.3,Amazon EU,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8710,48.09,Amazon EU,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8711,-1.42,Amazon Mktplce EU-UK,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8712,153.94,ARGOS DIRECT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8713,41.94,ARGOS RETAIL GROUP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,30/01/2014,SCC:PCA:8714,25.7,ASHRA'S,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,,
City of Westminster Council,30/01/2014,SCC:PCA:8715,48.99,BOOKYOURTHEORYTEST,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8716,18.2,C2C RAIL LTD-SELF,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8717,16.67,CHIPSTEAD,CHIEF EXECUTIVES,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8718,10.96,CO-OP GROUP,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,30/01/2014,SCC:PCA:8719,102,FOTOLIA,Housing,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8720,9,GREATER ANGLIA,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8721,38.9,GREATER ANGLIA T/O,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,30/01/2014,SCC:PCA:8722,7.25,HARRIS & HOOLE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8722,7.6,HARRIS & HOOLE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8723,3.05,HH MAIN RESTAURANT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8724,200.85,HTTP://SHOP.DANDAD.ORG,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8725,52.2,JURYS INN,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8725,157.6,JURYS INN,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8726,20,LONDON & SOUTH EAS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,,
City of Westminster Council,30/01/2014,SCC:PCA:8727,11.4,LONDON OVERGROUND-,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,30/01/2014,SCC:PCA:8728,30,LUL TICKET MACHINE,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,30/01/2014,SCC:PCA:8728,60,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,30/01/2014,SCC:PCA:8728,8.9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,30/01/2014,SCC:PCA:8729,11.4,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8729,9,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8729,20,LUL TICKET OFFICE.,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8729,11,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8729,8.9,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8730,20,NEW SOUTHERN RAILW,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,30/01/2014,SCC:PCA:8731,34,ODEON,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000107,Cinemas & Cinema Equipment Suppliers
City of Westminster Council,30/01/2014,SCC:PCA:8732,10.56,OXFAM F8076,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8733,20,OYSTER AUTOTOPUP,Property,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,30/01/2014,SCC:PCA:8734,40,OYSTER BUS AUTOTOP,Human Resources,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,30/01/2014,SCC:PCA:8734,20,OYSTER BUS AUTOTOP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,30/01/2014,SCC:PCA:8734,20,OYSTER BUS AUTOTOP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,30/01/2014,SCC:PCA:8735,-50,OYSTER RENEW WEB,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,30/01/2014,SCC:PCA:8735,-50,OYSTER RENEW WEB,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,30/01/2014,SCC:PCA:8736,9.9,PATISSERIE VALERIE,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8737,33.58,PATTERSON MEDICAL LTD,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8738,4.49,PAYPAL PCACCESSORI,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8739,8.48,PAYPAL PINKWEBSHOP,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8740,10.9,PHS ALL CLEAR LTD,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000474,Other Waste Disposal Suppliers
City of Westminster Council,30/01/2014,SCC:PCA:8741,5.49,PRET A MANGER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,30/01/2014,SCC:PCA:8741,5.33,PRET A MANGER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,30/01/2014,SCC:PCA:8741,4.94,PRET A MANGER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,30/01/2014,SCC:PCA:8742,5.6,RAJ TANDOORI,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8742,5.6,RAJ TANDOORI,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8743,11.56,RATP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8744,12.98,RYMAN,Housing,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000625,Stationery & Office Products Suppliers
City of Westminster Council,30/01/2014,SCC:PCA:8744,40.91,RYMAN,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000625,Stationery & Office Products Suppliers
City of Westminster Council,30/01/2014,SCC:PCA:8745,19.39,SAINSBURYS LOC4992,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8746,3.69,SAINSBURYS SAC (4367),Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8747,45.7,SAINSBURYS TO YOU,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8748,36.65,SENATOR DEVELOPMEN,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8749,1.19,TESCO SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8749,3,TESCO SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8749,4.05,TESCO SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8750,3.89,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,30/01/2014,SCC:PCA:8750,4.79,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,30/01/2014,SCC:PCA:8750,6.08,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,30/01/2014,SCC:PCA:8751,95.56,TFH,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8752,58.73,THREE-BAYSWATER,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8753,26.83,Trainline.com,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,30/01/2014,SCC:PCA:8753,21.11,Trainline.com,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,30/01/2014,SCC:PCA:8754,8.9,TRANSPORT FOR LOND,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8755,2.4,WESTMINSTER PARK/PARKE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8756,69,WHITE HART ROYAL H,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,30/01/2014,SCC:PCA:8757,16.68,WWW.DOMINOS.CO.UK,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8758,19.14,Amazon EU,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8759,10.44,Amazon Mktplce EU-UK,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8759,16.99,Amazon Mktplce EU-UK,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8760,5.9,APOSTROPHE,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8761,11.49,ARGOS LTD,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8762,51.4,ASHRA'S,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,,
City of Westminster Council,31/01/2014,SCC:PCA:8763,199.7,BRITISH GAS TRADIN,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000336,Mains Utility Multiple Service Providers
City of Westminster Council,31/01/2014,SCC:PCA:8763,151.24,BRITISH GAS TRADIN,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000336,Mains Utility Multiple Service Providers
City of Westminster Council,31/01/2014,SCC:PCA:8764,155,CENTAUR EVENTS,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8765,369.08,CHEZ JENNY,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8766,10,CONGESTION CHARGE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8767,11.5,EAST MIDLANDS TRAI,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8768,85.5,EC MAINLINE CO T/O,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8769,91.4,GREATER ANGLIA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8770,3.33,JOHN LEWIS,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8771,-53.2,JURYS INN,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8772,5.36,LOCAL MINIMARKET,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8773,10,LONDON OVERGROUND-,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,31/01/2014,SCC:PCA:8774,30,LUL TICKET MACHINE,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,31/01/2014,SCC:PCA:8774,30,LUL TICKET MACHINE,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,31/01/2014,SCC:PCA:8774,20,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,31/01/2014,SCC:PCA:8774,17,LUL TICKET MACHINE,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,31/01/2014,SCC:PCA:8774,5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,31/01/2014,SCC:PCA:8774,5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,31/01/2014,SCC:PCA:8774,10,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,31/01/2014,SCC:PCA:8774,5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,31/01/2014,SCC:PCA:8775,10,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8775,8.9,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8775,16.4,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8776,5.4,MAKAN CAFE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8776,5.4,MAKAN CAFE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8777,10.82,MAPLIN QUEENSWAY W2,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8778,81,MARKS & SPENCER,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,31/01/2014,SCC:PCA:8778,49.5,MARKS & SPENCER,Procurement,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,31/01/2014,SCC:PCA:8779,6,MARKS & SPENCER SSPLTD,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8780,59.18,MARKSANDSPENCER.CO,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,31/01/2014,SCC:PCA:8781,6.28,MCDONALDS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,31/01/2014,SCC:PCA:8782,18.13,MCDONALDS REST.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8783,30,NATIONAL YOUTH THE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8784,136.04,OCADO LTD.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8785,191.5,OPTOMA EUROPE LTD,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,31/01/2014,SCC:PCA:8786,40,OYSTER AUTOTOPUP,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,31/01/2014,SCC:PCA:8786,20,OYSTER AUTOTOPUP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,31/01/2014,SCC:PCA:8786,20,OYSTER AUTOTOPUP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,31/01/2014,SCC:PCA:8787,20,OYSTER BUS AUTOTOP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
