Body Name,Date,Transaction Number,Amount,Supplier,Expense Area,Directorate Name,Cost Centre Name,Subjective,Supplier Size,Merchant Category Code,Merchant Category Label
City of Westminster Council,20/01/2014,SCC:PCA:8403,4.6,PRET A MANGER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,20/01/2014,SCC:PCA:8404,1.09,ROYAL MAIL,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8405,9.81,RYMAN,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000625,Stationery & Office Products Suppliers
City of Westminster Council,20/01/2014,SCC:PCA:8406,13,SACAT MARKS & SPENCER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8407,5.2,SUBWAY,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8408,3.55,TESCO SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8409,31.1,TESCO STORE,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,20/01/2014,SCC:PCA:8410,217.79,THAWTE,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8411,240,THE WEDDING DIRECT,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8412,65.99,Trainline.com,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,20/01/2014,SCC:PCA:8413,23.12,TWITTER ADVERTISING,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8414,2610,UNIVERSITY OF WESTMINS,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8415,32.97,VIKING,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000625,Stationery & Office Products Suppliers
City of Westminster Council,20/01/2014,SCC:PCA:8416,2.67,WAITROSE 783,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,20/01/2014,SCC:PCA:8417,79.7,WEST COAST TRAINS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8418,65,WESTMINSTER PARKING 02,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8419,0.2,WESTMINSTER PARKING PA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8419,2.5,WESTMINSTER PARKING PA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8419,1.8,WESTMINSTER PARKING PA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8420,9.49,WH SMITH,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,20/01/2014,SCC:PCA:8421,58.69,WWW.BAKERROSS.CO.UK,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000647,Toy Suppliers
City of Westminster Council,21/01/2014,SCC:PCA:8422,500,ALLPAY.NET VISA AND MA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Medium Company,V000000422,Other Financial Service Providers
City of Westminster Council,21/01/2014,SCC:PCA:8423,15.6,C2C RAIL LTD-SELF,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8424,50.5,C2C RAIL LTD-TICKE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,21/01/2014,SCC:PCA:8425,304,CIMSPA,CHIEF EXECUTIVES,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8425,304,CIMSPA,CHIEF EXECUTIVES,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8426,10,CONGESTION CHARGE,CHIEF EXECUTIVES,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8427,22.89,CO-OP GROUP,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,21/01/2014,SCC:PCA:8428,1.95,COSTA COFFEE,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8429,2.75,COSTA COFFEE WILLESDEN,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8429,3.1,COSTA COFFEE WILLESDEN,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8430,23.9,EAST MIDLANDS TRAI,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8431,168,EUROSTAR INTERNET,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000549,Rail Companies
City of Westminster Council,21/01/2014,SCC:PCA:8432,68,FGW WEBSALES,Transformation,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,21/01/2014,SCC:PCA:8433,5.6,FINE BURGER CO,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8434,54,FIRST CAPITAL CONN,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000549,Rail Companies
City of Westminster Council,21/01/2014,SCC:PCA:8435,20,HOUSE OF FRASER,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,21/01/2014,SCC:PCA:8436,4,ICELAND,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8437,78,IKEA ONLINE,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8438,268.66,KILLGERMS CHEMICAL,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8439,6,LBI PAY BY PHONE,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8440,27,LONDON & SOUTH EAS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,,
City of Westminster Council,21/01/2014,SCC:PCA:8441,8.9,LONDON OVERGROUND-,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,21/01/2014,SCC:PCA:8442,9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,21/01/2014,SCC:PCA:8442,12.5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,21/01/2014,SCC:PCA:8442,8.9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,21/01/2014,SCC:PCA:8442,60,LUL TICKET MACHINE,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,21/01/2014,SCC:PCA:8442,8.9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,21/01/2014,SCC:PCA:8443,20,LUL TICKET OFFICE.,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8443,10,LUL TICKET OFFICE.,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8443,20,LUL TICKET OFFICE.,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8443,20,LUL TICKET OFFICE.,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8443,8.9,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8444,2.98,MCDONALDS REST,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8445,4.79,O'NEILLS,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8446,3.2,PAYBYPHONE PARKING LB,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8447,40,PAYPAL GREENGROUND,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8448,5.43,SACAT MARKS & SPENCER,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8449,10.51,SAINSBURYS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,21/01/2014,SCC:PCA:8450,5.02,SAINSBURYS SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8451,12.49,SURVEYMONKEY.COM,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Medium Company,V000000607,Software as a Service Providers
City of Westminster Council,21/01/2014,SCC:PCA:8452,20.87,SURVEYMONKEYCOM/HELP,Procurement,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8453,13.8,SWISS COTTAGE SPORTS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8454,10.45,TAXIPAY TAXI FARE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8454,13.2,TAXIPAY TAXI FARE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8455,6.2,TESCO CNV STR,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8456,5.52,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,21/01/2014,SCC:PCA:8456,5,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,21/01/2014,SCC:PCA:8457,232.5,THE SCIENCE MUSEUM,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8458,86.19,Trainline.com,Transformation,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,21/01/2014,SCC:PCA:8458,149.43,Trainline.com,Transformation,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,21/01/2014,SCC:PCA:8459,8.65,WAITROSE 783,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,21/01/2014,SCC:PCA:8460,45,WESTMINSTER FORUM,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Medium Company,,
City of Westminster Council,21/01/2014,SCC:PCA:8461,3.6,WESTMINSTER PARKING PA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,21/01/2014,SCC:PCA:8462,405,WWW.LABC.UK.COM,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8463,33.94,ARGOS RETAIL GROUP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,22/01/2014,SCC:PCA:8463,215.4,ARGOS RETAIL GROUP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,22/01/2014,SCC:PCA:8464,5.5,ASHRA'S,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,,
City of Westminster Council,22/01/2014,SCC:PCA:8465,6,BOOTS,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8466,5.11,BP FLYOVER F/STN,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8467,43.4,C2C RAIL LTD-TICKE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8468,6.15,CAFFE NERO,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8469,2.8,COSTA COFFEE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8469,2.45,COSTA COFFEE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8470,5.83,CURRYS.DIGITAL,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000691,White Goods Suppliers
City of Westminster Council,22/01/2014,SCC:PCA:8471,32.5,EAST MIDLANDS TRAI,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8472,25.7,EC MAINLINE CO T/O,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8473,103,EUROSTAR INTERNET,Housing,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8474,380.7,EXPEDIA CO UK,Housing,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8475,36.2,FGW TICKET OFFICE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8475,8,FGW TICKET OFFICE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8476,177.5,HOLIDAY INN EXPRES,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8477,165.66,HOTEL FRANCAIS,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8478,5.49,KFC,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8479,5.99,KFC 606 FELTHAM,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8480,8,LB CAMDEN,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8481,5.9,LONDON & SOUTH EAS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,,
City of Westminster Council,22/01/2014,SCC:PCA:8482,10,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8482,10,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8482,8.9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8482,10,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8482,30,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8482,4.7,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8482,4.7,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8482,16,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8482,10,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8483,60,LUL TICKET OFFICE.,Procurement,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8483,50,LUL TICKET OFFICE.,Procurement,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8483,10,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8483,10,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8483,1,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8483,8.9,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8484,4.16,MCDONALDS REST.,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8485,4.76,MI CASA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8486,5.5,O2 UK PAYMENT,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8487,7.2,POST OFFICE COUNTER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8488,5.74,PRET A MANGER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,22/01/2014,SCC:PCA:8488,5.89,PRET A MANGER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,22/01/2014,SCC:PCA:8489,29.55,RYMAN,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000625,Stationery & Office Products Suppliers
City of Westminster Council,22/01/2014,SCC:PCA:8490,6,SAINSBURYS LOC (4214),Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8491,4.4,SAINSBURYS LOC4992,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8492,14.89,SAINSBURYS SACAT,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8492,5,SAINSBURYS SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8492,16.84,SAINSBURYS SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8492,7.04,SAINSBURYS SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8492,2.6,SAINSBURYS SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8493,9.97,SENATOR DEVELOPMEN,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8494,4.59,SPUDLIKE,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8495,6.5,ST PANCRAS INTL,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8496,5.15,STARBUCKS,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8497,5,SUBWAY (SOUTH HARROW),Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8498,9.8,TESCO CNV STR,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8499,8.78,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,22/01/2014,SCC:PCA:8499,12,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,22/01/2014,SCC:PCA:8499,8.99,TESCO STORE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,22/01/2014,SCC:PCA:8500,22,THCP MACHINES,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8501,16.5,THE BOOK DEPOSITORY,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Medium Company,V000000069,Bookshops
City of Westminster Council,22/01/2014,SCC:PCA:8502,50,THE RISING SUN,Housing,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8503,198.39,Trainline.com,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,22/01/2014,SCC:PCA:8504,1.39,WAITROSE 783,CHIEF EXECUTIVES,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,22/01/2014,SCC:PCA:8504,2.08,WAITROSE 783,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,22/01/2014,SCC:PCA:8505,5.45,WASABI KENSINGTON,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8506,10,WWC PAYMENT,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,22/01/2014,SCC:PCA:8507,270,WWW.WESTMINSTER-BRIEFI,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000435,Other Information Service Providers
City of Westminster Council,23/01/2014,SCC:PCA:8508,7.5,AL AREZ LTD,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8509,5.8,Amazon EU,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8510,13.44,Amazon Mktplce EU-UK,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8510,9.8,Amazon Mktplce EU-UK,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8511,63.94,ARGOS RETAIL GROUP,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,23/01/2014,SCC:PCA:8511,118.94,ARGOS RETAIL GROUP,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,23/01/2014,SCC:PCA:8511,294.99,ARGOS RETAIL GROUP,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,23/01/2014,SCC:PCA:8511,69.99,ARGOS RETAIL GROUP,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,23/01/2014,SCC:PCA:8512,10.5,ASHRA'S,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,,
City of Westminster Council,23/01/2014,SCC:PCA:8513,223.5,ATLASSIAN SOFTWARE,Transformation,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8514,6.24,BP FLYOVER F/STN,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8515,370.8,BRITISH A,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000023,Airlines
City of Westminster Council,23/01/2014,SCC:PCA:8516,79.6,C2C RAIL LTD-TICKE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8517,5.94,CAMDEN FOOD COMPANY CO,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8518,65,EAST MIDLANDS TRAI,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8519,4.85,HH MAIN RESTAURANT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
