,Station Name,ID,Lat,Lon,GLOSS ID,Country,Date,Coastline,Station
352,CALAIS,455,50.969,1.868,,FRA,20/07/2015,190,11
353,BOULOGNE,471,50.728,1.577,,FRA,20/07/2015,190,21
354,DIEPPE,474,49.929,1.084,,FRA,20/07/2015,190,31
355,ANTIFER,1383,49.65,0.15,,FRA,01/01/1980,190,46
356,LE HAVRE,453,49.482,0.106,,FRA,20/07/2015,190,51
357,CHERBOURG,467,49.651,-1.636,,FRA,20/07/2015,190,61
358,ST. MALO,454,48.641,-2.028,,FRA,20/07/2015,190,71
359,ROSCOFF,1347,48.718,-3.966,,FRA,20/07/2015,190,86
360,LE CONQUET,1294,48.359,-4.781,,FRA,20/07/2015,190,89
361,BREST,1,48.383,-4.495,242.0,FRA,27/01/2016,190,91
362,CONCARNEAU,1301,47.874,-3.907,,FRA,20/07/2015,190,96
363,PORT TUDY,1247,47.644,-3.446,,FRA,20/07/2015,190,103
364,LE CROUESTY,1921,47.543,-2.895,,FRA,20/07/2015,190,105
365,ST. NAZAIRE,457,47.27,-2.2,,FRA,20/07/2015,190,111
366,POINTE ST. GILDAS,1078,47.133,-2.25,,FRA,07/09/1990,190,113
367,LES SABLES D OLONNE,1747,46.498,-1.794,,FRA,20/07/2015,190,116
368,LA ROCHELLE-LA PALLICE,466,46.158,-1.221,,FRA,20/07/2015,190,121
369,PORT BLOC,1915,45.569,-1.062,,FRA,20/07/2015,190,126
370,LE VERDON,459,45.55,-1.067,,FRA,01/01/1980,190,131
371,BOUCAU,1801,43.527,-1.515,,FRA,20/07/2015,190,139
372,ARCACHON-EYRAC,1918,44.665,-1.164,,FRA,20/07/2015,190,140
373,ST JEAN DE LUZ (SOCOA),469,43.395,-1.682,,FRA,20/07/2015,190,141
374,SETE,958,43.398,3.699,,FRA,20/07/2015,230,21
375,MARSEILLE,61,43.279,5.354,205.0,FRA,20/07/2015,230,51
376,TOULON,980,43.113,5.915,,FRA,20/07/2015,230,61
377,NICE,1468,43.696,7.286,,FRA,20/07/2015,230,81
378,AJACCIO,1929,41.923,8.763,,FRA,20/07/2015,232,1
379,ILE ROYALE,2012,5.284,-52.587,202.0,GUF,22/09/2014,876,11
380,"PAPEETE-B, FARE UTE POINT, SOC.IS.",1397,-17.533,-149.573,140.0,PYF,28/10/2015,780,11
381,NUKU HIVA,1555,-8.933,-140.083,142.0,PYF,14/10/2013,805,11
382,RIKITEA,1253,-23.122,-134.967,138.0,PYF,28/10/2015,808,1
383,RANGIROA,2216,-14.946,-147.706,,PYF,20/07/2015,808,2
384,TUBUAI,2217,-23.342,-149.476,,PYF,22/09/2014,808,4
385,POTI,41,42.167,41.683,,GEO,07/04/2014,305,21
386,BATUMI,51,41.633,41.7,,GEO,07/04/2014,305,31
387,KOSEROW,1448,54.06,14.001,,DEU,18/11/2015,120,1
388,SASSNITZ,397,54.511,13.643,,DEU,18/11/2015,120,4
389,WARNEMUNDE 2,11,54.17,12.103,,DEU,18/11/2015,120,12
390,WISMAR 2,8,53.899,11.458,,DEU,18/11/2015,120,22
391,TRAVEMUNDE,13,53.958,10.872,,DEU,18/11/2015,125,1
392,KIEL-HOLTENAU,789,54.372,10.157,,DEU,18/11/2015,125,21
393,AMRUM (WITTDUEN),1036,54.617,8.383,,DEU,27/01/2016,140,2
394,CUXHAVEN 2,7,53.867,8.717,284.0,DEU,27/01/2016,140,12
395,BORKUM (FISCHERBALJE),1037,53.583,6.667,,DEU,27/01/2016,140,16
396,TAKORADI,331,4.885,-1.745,335.0,GHA,15/03/2013,410,1
397,TEMA,1049,5.617,0.0,,GHA,01/01/1980,410,16
398,GIBRALTAR,981,36.148,-5.365,248.0,GIB,01/09/2014,215,1
399,PREVEZA,410,38.959,20.757,,GRC,01/06/2015,290,1
400,LEVKAS,1239,38.835,20.712,,GRC,01/06/2015,290,4
401,POSIDHONIA,409,37.951,22.96,,GRC,01/06/2015,290,11
402,PATRAI,1250,38.417,21.729,,GRC,07/08/2013,290,14
403,KATAKOLON,1240,37.645,21.32,,GRC,01/06/2015,290,17
404,KALAMAI,411,37.024,22.116,,GRC,03/10/2013,290,21
405,NORTH SALAMINOS II,1938,37.98,23.534,,GRC,12/08/2013,290,29
406,NORTH SALAMINOS,1604,37.98,23.542,,GRC,07/08/2013,290,30
407,PIRAIEVS,374,37.937,23.627,,GRC,01/06/2015,290,31
408,RAFINA,1695,38.033,24.0,,GRC,28/11/1994,290,32
409,KHALKIS SOUTH,1441,38.461,23.589,,GRC,01/06/2015,290,33
410,KHALKIS NORTH,1237,38.472,23.593,,GRC,01/06/2015,290,34
411,SKOPELOS,1907,39.124,23.729,,GRC,12/08/2013,290,37
412,THESSALONIKI,373,40.633,22.935,,GRC,01/06/2015,290,51
413,KAVALLA,375,40.935,24.412,,GRC,07/08/2013,290,61
414,ALEXANDROUPOLIS,1238,40.844,25.878,,GRC,01/06/2015,290,65
415,KHIOS,408,38.372,26.141,,GRC,07/05/2014,290,71
416,SIROS,1234,37.44,24.946,,GRC,01/06/2015,290,81
417,LEROS,1233,37.13,26.848,,GRC,01/06/2015,290,91
418,SOUDHAS,1232,35.487,24.082,,GRC,12/08/2013,290,97
419,SOUDHAS II,2067,35.487,24.082,,GRC,01/06/2015,290,99
420,IRAKLION,634,35.348,25.153,,GRC,18/07/2013,290,101
421,IRAKLION II,2165,35.348,25.153,,GRC,01/06/2015,290,102
422,CORFU ( KERKYRA ),1933,39.628,19.905,,GRC,01/06/2015,290,103
423,SAMOS ISLAND - VATHI,1941,37.755,26.976,,GRC,08/05/2014,290,105
424,RHODOS,1243,36.442,28.236,,GRC,01/06/2015,290,110
425,RHODOS II,2167,36.442,28.236,,GRC,14/03/2013,290,112
426,"PRICKLEY BAY, GRENADA",2272,12.005,-61.765,,GRD,05/01/2016,893,1
427,POINTE-A-PITRE,1784,16.224,-61.531,,GLP,20/07/2015,914,1
428,"APRA HARBOUR, GUAM",540,13.438,144.653,149.0,GUM,28/04/2015,701,1
429,"PAGO BAY, GUAM",2130,13.428,144.797,,GUM,29/04/2015,701,10
430,CHAMPERICO,1201,14.283,-91.917,,GTM,01/01/1980,832,6
431,SAN JOSE,973,13.917,-90.833,,GTM,01/01/1980,832,11
432,SAN JOSE II,777,13.917,-90.817,,GTM,03/12/1997,832,12
433,SANTO TOMAS DE CASTILLA,1080,15.7,-88.617,,GTM,01/01/1980,916,1
434,PORT AU PRINCE,583,18.567,-72.35,209.0,HTI,01/01/1980,934,11
435,PUERTO CASTILLA,779,16.017,-86.033,,HND,01/01/1980,908,11
436,PUERTO CORTES,557,15.833,-87.95,,HND,01/01/1980,908,31
437,WAGLAN ISLAND,1698,22.183,114.303,,HKG,01/07/2015,611,7
438,"CHI MA WAN, LANTAU ISLAND",987,22.233,114.0,,HKG,13/05/1998,611,8
439,QUARRY BAY,1674,22.291,114.213,77.0,HKG,01/07/2015,611,10
440,NORTH POINT,333,22.3,114.2,77.0,HKG,01/01/1980,611,11
441,TAI MIU WAN,1891,22.27,114.289,,HKG,01/07/2015,611,12
442,"TAI PO KAU, TOLO HARBOUR",1034,22.443,114.184,,HKG,01/07/2015,611,14
443,TSIM BEI TSUI,1366,22.487,114.014,,HKG,01/07/2015,611,17
444,LOK ON PAI,1685,22.367,114.0,,HKG,16/05/2000,611,19
445,SHEK PIK,1902,22.22,113.894,,HKG,01/07/2015,611,23
446,REYKJAVIK,638,64.151,-21.94,229.0,ISL,14/05/2015,10,1
447,GRINDAVIK,877,63.833,-22.433,,ISL,01/01/1980,10,11
448,KANDLA,596,23.017,70.217,,IND,27/01/2016,500,11
449,VADINAR,1943,22.45,69.683,,IND,20/10/2015,500,13
450,OKHA,1395,22.467,69.083,,IND,20/10/2015,500,14
451,VERAVAL,770,20.9,70.367,31.0,IND,27/01/2016,500,21
452,BHAUNAGAR I,420,21.8,72.3,,IND,01/01/1980,500,30
453,BHAUNAGAR II,804,21.75,72.233,,IND,01/01/1980,500,31
454,MUMBAI / BOMBAY (APOLLO BANDAR),43,18.917,72.833,,IND,27/01/2016,500,41
455,BOMBAY (PRINCES DOCK),212,18.95,72.833,,IND,01/01/1980,500,51
456,MARMAGAO,1249,15.417,73.8,281.0,IND,20/10/2015,500,65
457,KARWAR,1273,14.8,74.117,,IND,20/10/2015,500,67
458,MANGALORE (PANAMBURU),1423,12.917,74.8,,IND,20/10/2015,500,70
459,MANGALORE,696,12.85,74.833,,IND,27/01/2016,500,71
460,COCHIN (WILLINGDON IS.),438,9.967,76.267,32.0,IND,27/01/2016,500,81
461,TUTICORIN,1072,8.75,78.2,,IND,20/10/2015,500,83
462,TANGACHCHIMADAM,1258,9.283,79.25,,IND,21/03/1990,500,85
463,NAGAPPATTINAM,1308,10.767,79.85,,IND,20/10/2015,500,87
464,CHENNAI / MADRAS,205,13.1,80.3,34.0,IND,27/01/2016,500,91
465,VISHAKHAPATNAM,414,17.683,83.283,35.0,IND,27/01/2016,500,101
466,PARADIP,1161,20.267,86.7,,IND,20/10/2015,500,106
467,GANGRA,1369,21.95,88.017,,IND,15/04/2009,500,109
468,HALDIA,1270,22.033,88.1,,IND,20/10/2015,500,110
469,SAUGOR/SAGAR,417,21.65,88.05,,IND,27/01/2016,500,111
470,DUBLAT (SAUGOR IS.),49,21.633,88.133,,IND,01/01/1980,500,121
471,DIAMOND HARBOUR,543,22.2,88.167,,IND,27/01/2016,500,131
472,CALCUTTA (GARDEN REACH),369,22.55,88.3,,IND,27/01/2016,500,141
473,KIDDERPORE,48,22.533,88.333,,IND,01/01/1980,500,151
474,TRIBENI,1002,22.983,88.4,,IND,16/12/2008,500,161
475,PORT BLAIR,206,11.683,92.767,38.0,IND,27/01/2016,540,1
476,SABANG,2195,5.888,95.317,347.0,IDN,28/10/2015,560,10
477,SIBOLGA II,1752,1.75,98.767,,IDN,28/10/2015,560,22
478,PADANG B,2193,-0.997,100.375,45.0,IDN,28/10/2015,560,33
479,CILACAP B,2199,-7.752,109.017,291.0,IDN,28/10/2015,560,123
480,PRIGI,2197,-8.28,111.73,,IDN,28/10/2015,560,132
481,BENOA B,2200,-8.747,115.212,49.0,IDN,28/10/2015,560,136
482,SAUMLAKI,2274,-7.982,131.29,,IDN,13/01/2016,560,138
483,BITUNG II,1709,1.433,125.2,69.0,IDN,28/10/2015,580,12
484,CHABAHAR II,2228,25.296,60.603,337.0,IRN,23/07/2014,489,52
485,MALIN HEAD,916,55.367,-7.333,239.0,IRL,15/01/2004,175,11
486,DUBLIN,432,53.35,-6.217,,IRL,28/02/2013,175,71
487,DOUGLAS,435,54.15,-4.467,,IMN,07/04/1992,170,231
488,PORT ERIN,1793,54.085,-4.768,,IMN,30/07/2015,170,233
489,AKKO,2218,32.919,35.07,,ISR,30/06/2015,320,9
490,HAIFA II,2221,32.829,34.991,,ISR,30/06/2015,320,10
491,HADERA,1797,32.47,34.863,80.0,ISR,07/11/2012,320,16
492,TEL AVIV,1880,32.083,34.767,,ISR,03/07/2012,320,19
493,TEL AVIV - YAFO,2147,32.053,34.75,,ISR,30/06/2015,320,20
494,ASHDOD II,2219,31.831,34.641,,ISR,30/06/2015,320,33
495,ASHKLON,2220,31.682,34.557,,ISR,30/06/2015,320,35
496,EILAT NORTH,2148,29.545,34.952,,ISR,09/04/2014,480,15
497,EILAT SOUTH,2149,29.502,34.918,,ISR,30/06/2015,480,21
498,LA MADDALENA,109,41.233,9.367,,ITA,01/01/1980,240,1
499,PORTO TORRES,2084,40.842,8.404,,ITA,07/05/2015,240,6
500,CAGLIARI,104,39.2,9.167,,ITA,01/01/1980,240,11
501,CAGLIARI II,2089,39.21,9.114,,ITA,07/05/2015,240,12
502,CARLOFORTE,2076,39.148,8.309,,ITA,07/05/2015,240,15
503,PORTO MAURIZIO,108,43.867,8.017,,ITA,01/01/1980,250,1
504,IMPERIA,2078,43.878,8.019,,ITA,07/05/2015,250,6
505,GENOVA,59,44.4,8.9,,ITA,27/01/2016,250,11
506,GENOVA II,2090,44.41,8.926,,ITA,07/05/2015,250,12
507,LIVORNO II,2080,43.546,10.299,,ITA,07/05/2015,250,26
508,CIVITAVECCHIA,106,42.05,11.817,,ITA,01/01/1980,250,31
509,NAPOLI (ARSENALE),129,40.867,14.267,,ITA,01/01/1980,250,41
510,NAPOLI II,2092,40.841,14.269,,ITA,07/05/2015,250,46
511,NAPOLI (MANDRACCIO),105,40.867,14.267,,ITA,01/01/1980,250,51
512,SALERNO,2086,40.677,14.751,,ITA,07/05/2015,250,56
513,PALINURO,2082,40.03,15.275,,ITA,07/05/2015,250,58
514,REGGIO CALABRIA,670,38.1,15.65,,ITA,01/01/1980,250,61
515,REGGIO CALABRIA II,2142,38.122,15.649,,ITA,07/05/2015,250,62
516,"PORTO EMPEDOCLE, SICILY",2083,37.286,13.527,,ITA,07/05/2015,260,6
517,PALERMO,107,38.133,13.333,,ITA,01/01/1980,260,11
518,PALERMO II,2093,38.121,13.371,,ITA,07/05/2015,260,12
519,LAMPEDUSA,2079,35.5,12.604,,ITA,07/05/2015,260,25
520,CAPO PASSERO,873,36.667,15.3,,ITA,01/01/1980,260,28
521,CATANIA,102,37.5,15.133,,ITA,01/01/1980,260,31
522,CATANIA II,2094,37.498,15.094,,ITA,07/05/2015,260,32
523,TARANTO,103,40.433,17.267,,ITA,01/01/1980,270,6
524,TARANTO II,2095,40.476,17.224,,ITA,07/05/2015,270,7
525,OTRANTO,990,40.133,18.5,,ITA,01/01/1980,270,11
526,OTRANTO II,2096,40.147,18.497,,ITA,07/05/2015,270,12
527,BARI,2075,41.14,16.866,,ITA,07/05/2015,270,17
528,MANFREDONIA,1262,41.617,15.917,,ITA,01/01/1980,270,19
529,VIESTE,2087,41.888,16.177,,ITA,07/05/2015,270,22
530,ORTONA,972,42.35,14.4,,ITA,01/01/1980,270,26
531,ORTONA II,2097,42.356,14.415,,ITA,07/05/2015,270,28
532,ANCONA,101,43.583,13.483,,ITA,01/01/1980,270,30
533,ANCONA II,2098,43.625,13.507,,ITA,07/05/2015,270,32
534,PORTO CORSINI,100,44.5,12.283,,ITA,01/01/1980,270,35
535,PORTO GARIBALDI,2144,44.678,12.249,,ITA,14/07/2015,270,37
536,VENEZIA (ARSENALE),87,45.417,12.35,,ITA,01/01/1980,270,41
537,VENEZIA II,2100,45.418,12.427,,ITA,07/05/2015,270,46
538,VENEZIA (S.STEFANO),39,45.417,12.333,,ITA,11/04/2000,270,51
539,VENEZIA (PUNTA DELLA SALUTE),168,45.433,12.333,,ITA,27/01/2016,270,54
540,TRIESTE,154,45.647,13.758,340.0,ITA,27/01/2016,270,61
541,TRIESTE II,2099,45.649,13.758,,ITA,07/05/2015,270,62
542,PORT ROYAL,744,17.933,-76.85,210.0,JAM,01/01/1980,932,11
543,MONBETU I,772,44.35,143.367,,JPN,01/01/1980,641,1
544,MONBETU II,1470,44.35,143.367,,JPN,20/02/2013,641,2
545,ABASHIRI,1104,44.019,144.286,327.0,JPN,28/04/2015,641,3
546,HANASAKI,139,43.283,145.583,,JPN,01/01/1980,641,11
547,HANASAKI II,1442,43.278,145.568,,JPN,28/04/2015,641,12
548,KUSHIRO,518,42.976,144.371,89.0,JPN,28/04/2015,641,21
549,URAKAWA I,869,42.167,142.767,,JPN,01/01/1980,641,26
550,URAKAWA II,1296,42.167,142.767,,JPN,26/11/2015,641,27
551,MURORAN,1194,42.35,140.95,,JPN,20/04/2009,641,29
552,HAKODATE I,813,41.782,140.725,88.0,JPN,28/04/2015,641,31
553,HAKODATE II,671,41.767,140.717,88.0,JPN,06/12/1990,641,32
554,TAPPI,1587,41.243,140.381,,JPN,28/04/2015,641,33
555,YOSIOKA,1596,41.45,140.25,,JPN,20/04/2009,641,34
556,ESASHI,1605,41.867,140.133,,JPN,24/08/1998,641,35
557,OSHORO I,159,43.217,140.867,,JPN,01/01/1980,641,41
558,OSHORO II,1027,43.209,140.858,,JPN,28/04/2015,641,42
559,WAKKANAI,1103,45.408,141.685,324.0,JPN,28/04/2015,641,61
560,HACHINOHE I,460,40.533,141.533,,JPN,01/01/1980,642,1
561,HACHINOHE II,1266,40.532,141.528,,JPN,22/02/2012,642,2
562,MIYAKO I,463,39.633,141.967,,JPN,01/01/1980,642,11
563,MIYAKO II,1149,39.643,141.975,,JPN,22/02/2012,642,12
564,KAMAISI II,1346,39.273,141.889,,JPN,28/04/2015,642,17
565,OFUNATO I,1140,39.067,141.717,87.0,JPN,01/01/1980,642,21
566,OFUNATO II,1364,39.02,141.753,87.0,JPN,28/04/2015,642,22
567,ONAGAWA,674,38.433,141.467,,JPN,01/01/1980,642,28
568,AYUKAWA,131,38.297,141.505,,JPN,28/04/2015,642,31
569,SOMA,1345,37.831,140.962,,JPN,28/04/2015,642,36
570,ONAHAMA,635,36.938,140.892,,JPN,15/05/2015,642,41
571,CHOSHI-GYOKO,1544,35.744,140.858,,JPN,28/04/2015,642,50
572,CHOSHI I,879,35.733,140.867,,JPN,01/01/1980,642,51
573,KATSUURA,1191,35.129,140.249,,JPN,28/04/2015,642,55
574,MERA,359,34.919,139.825,86.0,JPN,28/04/2015,642,61
575,TUKIZI,673,35.667,139.767,,JPN,01/01/1980,642,63
576,TOKYO III,1545,35.649,139.77,,JPN,28/04/2015,642,69
577,TOKYO I,881,35.667,139.767,,JPN,01/01/1980,642,70
578,TOKYO II,1222,35.65,139.767,,JPN,12/09/1997,642,71
579,SIBAURA,952,35.633,139.75,,JPN,20/04/2009,642,72
580,YOKOSUKA,722,35.288,139.651,,JPN,28/04/2015,642,81
581,ABURATSUBO,130,35.16,139.615,,JPN,28/04/2015,642,91
582,KAMINATO II (HATIZYO SIMA),1440,33.13,139.805,,JPN,28/04/2015,642,97
583,MIYAKE SIMA,1060,34.067,139.481,,JPN,28/04/2015,642,98
584,KOZU SIMA,1061,34.209,139.132,,JPN,15/05/2015,642,99
585,OKADA,1091,34.789,139.391,,JPN,28/04/2015,642,100
586,ITO I,876,34.967,139.117,,JPN,01/01/1980,642,111
587,ITO II,1343,34.896,139.133,,JPN,28/04/2015,642,112
588,MINAMI IZU,1064,34.617,138.883,,JPN,21/04/2009,642,115
589,UCHIURA,407,35.017,138.89,,JPN,28/04/2015,642,118
590,TAGO,1437,34.807,138.764,,JPN,28/04/2015,642,119
591,SHIMIZU-MINATO,808,35.012,138.518,,JPN,28/04/2015,642,121
592,YAIZU,1438,34.871,138.327,,JPN,28/04/2015,642,122
593,OMAEZAKI II,1263,34.608,138.222,,JPN,28/04/2015,642,124
594,MAISAKA,1089,34.682,137.609,,JPN,28/04/2015,642,126
595,ONISAKI,1026,34.904,136.824,,JPN,28/04/2015,642,128
596,NAGOYA,860,35.083,136.883,,JPN,15/09/1997,642,131
597,NAGOYA II,1488,35.091,136.881,,JPN,28/04/2015,642,132
598,TOBA,627,34.467,136.85,,JPN,01/01/1980,642,134
599,OWASE,1146,34.076,136.207,,JPN,28/04/2015,642,136
600,URAGAMI,1090,33.558,135.896,,JPN,28/04/2015,642,138
601,KUSHIMOTO,134,33.476,135.773,85.0,JPN,28/04/2015,642,141
602,SHIRAHAMA,1150,33.684,135.375,,JPN,28/04/2015,643,5
603,KAINAN,701,34.144,135.191,,JPN,15/05/2015,643,13
604,WAKAYAMA,816,34.222,135.146,,JPN,28/04/2015,643,15
605,TAN-NOWA,817,34.339,135.178,,JPN,28/04/2015,643,17
606,OSAKA,1099,34.658,135.433,,JPN,28/04/2015,643,21
607,KOBE,846,34.683,135.183,,JPN,21/02/1997,643,24
608,KOBE II,1790,34.682,135.19,,JPN,28/04/2015,643,25
609,SUMOTO,1098,34.341,134.907,,JPN,28/04/2015,643,26
610,UNO,812,34.489,133.949,,JPN,28/04/2015,643,31
611,KURE II,749,34.233,132.533,,JPN,01/01/1980,643,41
612,KURE III,1023,34.233,132.55,,JPN,01/01/1980,643,42
613,KURE IV,1209,34.241,132.55,,JPN,28/04/2015,643,43
614,HIROSIMA,1028,34.353,132.465,,JPN,28/04/2015,643,44
615,TOKUYAMA I,669,34.033,131.8,,JPN,01/01/1980,643,51
616,TOKUYAMA II,1210,34.041,131.803,,JPN,28/04/2015,643,52
617,KOCHI II,1184,33.5,133.583,,JPN,01/01/1980,644,2
618,KURE I,1320,33.334,133.243,,JPN,28/04/2015,644,4
619,KOCHI III,1567,33.499,133.569,,JPN,28/04/2015,644,5
620,TOSA SHIMIZU,815,32.779,132.959,,JPN,28/04/2015,644,11
621,UWAJIMA I,461,33.233,132.55,,JPN,01/01/1980,644,21
622,UWAJIMA II,1212,33.227,132.551,,JPN,28/04/2015,644,22
623,MATSUYAMA I,880,33.867,132.7,,JPN,01/01/1980,644,31
624,MATSUYAMA II,1062,33.859,132.712,,JPN,28/04/2015,644,32
625,TAKAMATSU,847,34.35,134.05,,JPN,01/07/1994,644,41
626,TAKAMATSU II,1789,34.351,134.057,,JPN,28/04/2015,644,42
627,KOMATSUSHIMA,809,34.009,134.588,,JPN,28/04/2015,644,51
628,MUROTOMISAKI,1390,33.266,134.164,,JPN,28/04/2015,644,61
629,MOZI,912,33.95,130.967,,JPN,21/04/2009,645,4
630,OITA II,1293,33.266,131.687,,JPN,28/04/2015,645,9
631,HOSOJIMA,133,32.429,131.669,,JPN,28/04/2015,645,11
632,ABURATSU,814,31.577,131.409,82.0,JPN,28/04/2015,645,21
633,NISINOOMOTE,1096,30.735,130.992,,JPN,28/04/2015,645,31
634,ODOMARI,1097,31.024,130.689,,JPN,28/04/2015,645,33
635,KAGOSHIMA I,868,31.6,130.567,,JPN,01/01/1980,645,40
636,MAKURAZAKI I,1142,31.267,130.3,,JPN,01/01/1980,645,42
637,AKUNE,1265,32.018,130.191,,JPN,28/04/2015,645,45
638,MISUMI,810,32.623,130.451,,JPN,07/02/2013,645,51
639,OURA,1102,32.977,130.221,,JPN,28/04/2015,645,59
640,KUCHINOTSU,1386,32.605,130.195,,JPN,28/04/2015,645,62
641,NAGASAKI,1100,32.735,129.866,83.0,JPN,28/04/2015,645,64
642,FUKUE,1101,32.696,128.849,,JPN,28/04/2015,645,66
643,SASEBO I,672,33.167,129.717,,JPN,01/01/1980,645,71
644,SASEBO II,1147,33.158,129.724,,JPN,28/04/2015,645,72
645,KARIYA,1318,33.473,129.849,,JPN,28/04/2015,645,75
646,IZUHARA,661,34.2,129.3,,JPN,04/05/1988,645,81
647,IZUHARA II,1586,34.198,129.292,,JPN,28/04/2015,645,82
648,HAKATA,1094,33.619,130.408,,JPN,28/04/2015,645,91
649,NASE I,887,28.383,129.5,,JPN,01/01/1980,646,1
650,NASE II,1018,28.383,129.5,,JPN,01/01/1980,646,2
651,NASE III,1522,28.5,129.5,,JPN,28/04/2015,646,3
652,NAKANO SIMA,1105,29.842,129.848,,JPN,28/04/2015,646,11
653,OKINAWA,1388,26.179,127.824,,JPN,28/04/2015,646,21
654,NAHA,1151,26.213,127.665,81.0,JPN,28/04/2015,646,24
655,ISHIGAKI,1411,24.333,124.167,,JPN,15/12/1989,646,41
656,ISHIGAKI II,1671,24.332,124.164,,JPN,28/04/2015,646,42
657,SHIMONOSEKI III,1830,33.925,130.928,,JPN,06/02/2014,647,10
658,SHIMONOSEKI I,845,33.967,130.95,,JPN,09/05/1995,647,11
659,SHIMONOSEKI II,783,33.967,130.95,,JPN,01/01/1980,647,12
660,HAGI,1306,34.433,131.417,,JPN,03/02/1993,647,15
661,TONOURA,94,34.9,132.067,326.0,JPN,04/05/1988,647,21
662,HAMADA II,1585,34.897,132.066,326.0,JPN,28/04/2015,647,23
663,SAKAI,811,35.548,133.243,,JPN,28/04/2015,647,41
664,SAIGO,1095,36.201,133.331,,JPN,28/04/2015,647,43
665,TAJIRI,1148,35.594,134.316,,JPN,28/04/2015,647,47
666,MIYAZU,872,35.533,135.183,,JPN,01/01/1980,647,51
667,MAIZURU I,663,35.483,135.4,,JPN,01/01/1980,647,61
668,MAIZURU II,1387,35.477,135.387,,JPN,28/04/2015,647,62
669,MAIZURU III,1523,35.45,135.317,,JPN,21/04/2009,647,63
670,MIKUNI,1190,36.255,136.149,,JPN,28/04/2015,647,65
671,TOYAMA,1389,36.762,137.225,325.0,JPN,28/04/2015,647,68
672,WAJIMA,132,37.406,136.9,,JPN,28/04/2015,647,71
673,KASHIWAZAKI,753,37.357,138.508,,JPN,28/04/2015,647,81
674,OGI,1344,37.815,138.281,,JPN,21/05/2015,647,86
675,AWA SIMA,1093,38.468,139.255,,JPN,28/04/2015,647,90
676,NEZUGASEKI,752,38.563,139.546,,JPN,28/04/2015,647,91
677,OGA,1264,39.942,139.706,,JPN,28/04/2015,647,96
678,IWASAKI,121,40.583,139.917,,JPN,01/01/1980,647,101
679,OMINATO,679,41.25,141.15,,JPN,21/04/2009,647,111
680,ASAMUSHI,721,40.898,140.859,,JPN,28/04/2015,647,121
681,CHICHIJIMA,1391,27.083,142.183,103.0,JPN,28/04/2015,648,1
682,ST HELIER (JERSEY) 2,1795,49.183,-2.117,,JEY,06/05/2015,180,2
683,MOMBASA II,2183,-4.067,39.65,8.0,KEN,28/10/2015,470,2
684,LAMU B,2198,-2.272,40.903,,KEN,28/10/2015,470,14
685,"TARAWA-A,BETIO",1381,1.367,172.933,113.0,KIR,29/08/1990,730,6
686,"TARAWA-B,BAIRIKI",1579,1.333,173.017,113.0,KIR,15/11/1990,730,7
687,"TARAWA-C,BETIO",1739,1.367,172.933,113.0,KIR,17/10/2002,730,8
688,BETIO,1804,1.365,172.933,113.0,KIR,19/05/2015,730,9
689,KANTON ISLAND,575,-2.8,-171.717,145.0,KIR,01/01/1980,750,11
690,KANTON ISLAND-B,1329,-2.817,-171.717,145.0,KIR,14/10/2013,750,12
691,FANNING-B,1361,3.9,-159.383,,KIR,18/05/1994,770,12
692,CHRISTMAS ISLAND,801,1.983,-157.467,146.0,KIR,01/01/1980,770,21
693,CHRISTMAS ISLAND II,1371,1.983,-157.483,146.0,KIR,29/10/2015,770,22
694,WONSAN,1007,39.167,127.45,307.0,PRK,03/09/1993,625,11
695,INCHEON,956,37.452,126.592,,KOR,27/04/2015,620,11
696,ANHEUNG,1699,36.674,126.132,,KOR,27/04/2015,620,14
697,BORYEONG,1675,36.406,126.486,,KOR,27/04/2015,620,17
698,KUNSAN,959,35.983,126.717,,KOR,25/01/2001,620,21
699,GUNSAN (OUTER PORT),1527,35.976,126.563,,KOR,27/04/2015,620,22
700,WIDO,1628,35.618,126.302,,KOR,27/04/2015,620,24
701,MOKPO,954,34.78,126.376,,KOR,27/04/2015,620,27
702,DAEHEUKSANDO,1489,34.684,125.436,,KOR,09/09/2013,620,28
703,SEOGWIPO,1627,33.24,126.562,,KOR,27/04/2015,620,32
704,JEJU,1066,33.528,126.543,,KOR,27/04/2015,620,33
705,WANDO,1568,34.315,126.76,,KOR,27/04/2015,620,34
706,GEOMUNDO,1546,34.028,127.309,,KOR,13/01/2015,620,35
707,YEOSU,1155,34.747,127.766,,KOR,27/04/2015,620,36
708,TONGYEONG,1446,34.828,128.435,,KOR,27/04/2015,620,38
709,CHUJADO,1588,33.962,126.3,,KOR,27/04/2015,620,39
710,CHINHAE,970,35.15,128.65,,KOR,01/01/1980,620,41
711,GADEOKDO,1445,35.025,128.811,,KOR,09/09/2013,620,43
712,BUSAN,955,35.096,129.036,84.0,KOR,27/04/2015,620,46
713,ULSAN,997,35.502,129.387,,KOR,27/04/2015,620,51
714,POHANG,1324,36.047,129.384,,KOR,27/04/2015,620,56
715,ULLEUNG,1490,37.491,130.914,,KOR,27/04/2015,620,59
716,MUKHO,1108,37.55,129.116,,KOR,27/04/2015,620,61
717,SOKCHO,1365,38.207,128.594,,KOR,27/04/2015,620,71
718,DAUGAVGRIVA,37,57.05,24.033,,LVA,01/01/1980,83,81
719,LIEPAJA,26,56.533,20.983,,LVA,01/01/1980,83,151
